SOLAR_RADIATION,PRECIPITATION,WIND_SPEED,LEAF_WETNESS,HC_AIR_TEMPERATURE,HC_RELATIVE_HUMIDITY,DEW_POINT
346.0,0.0,2.5,0.0,16.42,0.0,0.0
269.0,0.0,2.8,0.0,17.56,0.0,0.0
209.0,0.0,2.3,0.0,18.1,0.0,0.0
76.0,0.0,0.8,0.0,16.9,0.0,0.0
13.0,0.0,1.3,0.0,15.14,0.0,0.0
0.0,0.0,1.8,0.0,13.24,0.0,0.0
0.0,0.0,2.6,0.0,11.57,0.0,0.0
0.0,0.0,2.5,0.0,10.63,0.0,0.0
0.0,0.0,4.3,0.0,10.22,0.0,0.0
0.0,0.0,5.1,0.0,9.87,0.0,0.0
0.0,0.0,2.9,0.0,8.87,0.0,0.0
0.0,0.0,2.6,0.0,8.12,0.0,0.0
0.0,0.0,3.0,0.0,7.2,0.0,0.0
0.0,0.0,3.9,0.0,6.74,0.0,0.0
0.0,0.0,4.1,0.0,6.6,0.0,0.0
0.0,0.0,4.9,0.0,5.9,0.0,0.0
0.0,0.0,5.3,0.0,5.32,0.0,0.0
0.0,0.0,5.7,0.0,4.58,0.0,0.0
0.0,0.0,5.8,0.0,4.27,0.0,0.0
25.0,0.0,6.0,0.0,4.31,0.0,0.0
61.0,0.0,6.4,0.0,4.63,0.0,0.0
88.0,0.0,5.8,0.0,5.07,0.0,0.0
124.0,0.0,6.4,0.0,5.44,0.0,0.0
181.0,0.0,5.9,0.0,5.18,0.0,0.0
126.0,0.0,5.7,0.0,4.73,0.0,0.0
95.0,0.0,5.7,0.0,4.12,0.0,0.0
89.0,0.0,5.5,0.0,4.07,0.0,0.0
25.0,0.0,5.5,0.0,3.49,0.0,0.0
0.0,0.0,5.0,0.0,2.8,0.0,0.0
0.0,0.0,5.5,0.0,2.68,0.0,0.0
0.0,0.0,5.2,0.0,2.56,0.0,0.0
0.0,0.0,5.9,0.0,2.35,0.0,0.0
0.0,0.0,6.4,0.0,2.39,0.0,0.0
0.0,0.0,6.4,0.0,2.29,0.0,0.0
0.0,0.0,6.5,0.0,2.15,0.0,0.0
0.0,0.0,6.0,0.0,2.2,0.0,0.0
0.0,0.0,6.6,0.0,2.23,0.0,0.0
0.0,0.0,6.6,0.0,2.05,0.0,0.0
0.0,0.0,6.1,0.0,1.71,0.0,0.0
0.0,0.0,5.7,0.0,1.45,0.0,0.0
0.0,0.0,7.1,0.0,1.34,0.0,0.0
0.0,0.0,7.4,0.0,1.26,0.0,0.0
0.0,0.0,7.4,0.0,1.06,0.0,0.0
48.0,0.0,7.2,0.0,0.82,0.0,0.0
192.0,0.0,7.5,0.0,1.36,0.0,0.0
167.0,0.0,7.4,0.0,1.85,0.0,0.0
237.0,0.0,7.4,0.0,2.17,0.0,0.0
220.0,0.0,7.2,0.0,2.27,0.0,0.0
194.0,0.0,6.9,0.0,2.32,0.0,0.0
157.0,0.0,6.0,0.0,2.15,0.0,0.0
155.0,0.0,5.1,0.0,2.27,0.0,0.0
47.0,0.0,4.3,0.0,1.82,0.0,0.0
0.0,0.0,4.7,0.0,1.22,0.0,0.0
0.0,0.0,4.7,0.0,0.8,0.0,0.0
0.0,0.0,4.6,0.0,0.5,0.0,0.0
0.0,0.0,4.6,0.0,0.32,0.0,0.0
0.0,0.0,4.3,0.0,0.24,0.0,0.0
0.0,0.0,3.7,0.0,0.18,0.0,0.0
0.0,0.0,2.3,0.0,-0.06,0.0,0.0
0.0,0.0,1.3,0.0,-0.52,0.0,0.0
0.0,0.0,1.9,0.0,-0.74,0.0,0.0
0.0,0.0,1.1,0.0,-0.98,0.0,0.0
0.0,0.0,0.4,0.0,-1.31,0.0,0.0
0.0,0.0,1.3,0.0,-0.92,0.0,0.0
0.0,0.0,0.3,0.0,-0.89,0.0,0.0
0.0,0.0,1.3,0.0,-0.99,0.0,0.0
0.0,0.0,1.1,0.0,-1.0,0.0,0.0
66.0,0.0,1.4,0.0,-0.66,0.0,0.0
106.0,0.0,3.3,0.0,0.0,0.0,0.0
267.0,0.0,4.6,0.0,1.14,0.0,0.0
375.0,0.0,4.5,0.0,2.69,0.0,0.0
312.0,0.0,3.6,0.0,3.62,0.0,0.0
478.0,0.0,2.7,0.0,5.3,0.0,0.0
280.0,0.0,2.3,0.0,5.32,0.0,0.0
109.0,0.0,1.3,0.0,4.23,0.0,0.0
68.0,0.0,1.7,0.0,3.77,0.0,0.0
14.0,0.0,3.2,0.0,3.26,0.0,0.0
0.0,0.0,1.9,0.0,2.21,0.0,0.0
0.0,0.0,2.1,0.0,1.64,0.0,0.0
0.0,0.0,3.9,0.0,1.41,0.0,0.0
0.0,0.0,4.4,0.0,1.04,0.0,0.0
0.0,0.0,4.3,0.0,0.78,0.0,0.0
0.0,0.0,4.3,0.0,0.56,0.0,0.0
0.0,0.0,3.6,0.0,0.31,0.0,0.0
0.0,0.0,2.2,0.0,-0.13,0.0,0.0
0.0,0.0,0.1,0.0,-0.91,0.0,0.0
0.0,0.0,0.1,0.0,-1.13,0.0,0.0
0.0,0.0,0.2,0.0,-0.86,0.0,0.0
0.0,0.0,0.0,0.0,-0.83,0.0,0.0
0.0,0.0,0.0,0.0,-0.6,0.0,0.0
0.0,0.0,0.5,0.0,0.08,0.0,0.0
48.0,0.0,1.0,0.0,0.49,0.0,0.0
90.0,0.0,1.0,0.0,0.98,0.0,0.0
128.0,0.0,1.1,0.0,1.51,0.0,0.0
161.0,0.0,0.5,0.0,2.2,0.0,0.0
125.0,0.0,0.0,0.0,2.68,0.0,0.0
148.0,0.0,0.0,0.0,3.16,0.0,0.0
162.0,0.0,0.1,0.0,3.59,0.0,0.0
80.0,0.0,0.1,0.0,3.17,0.0,0.0
47.0,0.0,0.1,0.0,2.94,0.0,0.0
7.0,0.0,0.0,0.0,2.7,0.0,0.0
0.0,0.0,0.0,0.0,2.48,0.0,0.0
0.0,0.0,0.0,0.0,2.26,0.0,0.0
0.0,0.0,0.0,0.0,2.04,0.0,0.0
0.0,0.0,0.0,0.0,1.81,0.0,0.0
0.0,0.0,0.0,0.0,1.56,0.0,0.0
0.0,0.0,0.0,0.0,1.32,0.0,0.0
0.0,0.0,0.1,0.0,1.15,0.0,0.0
0.0,0.0,0.5,0.0,0.75,0.0,0.0
0.0,0.0,0.2,0.0,0.28,0.0,0.0
0.0,0.0,0.1,0.0,0.07,0.0,0.0
0.0,0.0,0.1,0.0,-0.16,0.0,0.0
0.0,0.0,0.2,0.0,-0.36,0.0,0.0
0.0,0.0,0.2,0.0,-0.7,0.0,0.0
0.0,0.0,0.0,0.0,-0.83,0.0,0.0
18.0,0.0,0.1,0.0,-0.77,0.0,0.0
30.0,0.0,0.0,0.0,-0.79,0.0,0.0
76.0,0.0,0.3,0.0,-0.38,0.0,0.0
109.0,0.0,0.2,0.0,0.15,16.66,0.0
90.0,0.0,0.7,0.0,0.41,100.0,0.3
87.0,0.0,0.3,0.0,0.58,100.0,0.5
69.0,0.0,0.2,0.0,0.72,100.0,0.6
36.0,0.0,0.4,0.0,0.63,100.0,0.5
19.0,0.0,0.1,0.0,0.3,100.0,0.2
0.0,0.0,0.3,0.0,0.45,100.0,0.4
0.0,0.0,0.4,0.0,0.45,100.0,0.4
0.0,0.0,0.0,0.0,0.42,100.0,0.3
